subject,report_id,report_date,report_type,id,source,report_text
NCT00818480,ct_inc_531151,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531151,AACT,"
 Inclusion Criteria:
 -  Completed a Phase I or II YM155 study with at least stable disease and continues to meet the criteria as stated in the previous YM155 study that allows for additional treatment with YM155
 -  Lack of progression based on the most recent radiological imaging, biochemical assessments and/or physical examination
 -  Negative pregnancy test result (females of child-bearing potential)
 "
NCT00818467,ct_inc_531152,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531152,AACT,"
 Inclusion Criteria:
 -  males or females
 -  ages 19-50 with less than 16 oz milk per day
 -  less than 10 hours of sun per week
 -  no Vitamin D supplements
 -  no anticonvulsants
 -  no barbiturates
 -  no steroids
 -  no meds that increase photosensitivity
 -  no granulomatous disease
 -  no liver or kidney disease
 -  no history of skin cancer
 -  BMI less than 30
 -  skin types I & II
 "
NCT00818454,ct_inc_531153,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531153,AACT,"
 Inclusion Criteria: 1. All patients must sign and date an Informed Consent consistent with International
 Conference on Harmonization Good Clinical Practices (ICH GCP) guidelines and local regulations prior to participation in the trial (i.e., prior to any study procedures, including washout of any medication) at Visit 1. 2. Male or female patients greater to or equal to 18 years of age. 3. Physician diagnosis of moderate-to-severe asthma (GINA Guidelines) existing for >1 year. 4. Reversible airway obstruction (more than or equal to 12 % or at least 200 mL improvement in FEV1 post bronchodilator after 4 puffs of albuterol HFA MDI). 5. Pre-bronchodilator clinic measured FEV1 80% of predicted normal value (measured greater to or equal to 6 hours of the last use of short acting bronchodilator and greater to or equal to 12 hours after the last use of LABA if applicable). 6. Continuous treatment with inhaled corticosteroids (ICS) with or without long-acting beta agonists (LABA) and other controller medication(s) for at least 6 weeks prior to screening (GINA 2007 Treatment Steps 3 to 5). 7. No change in dos or regimen of ICS and LABA or other controller medications (including oral corticosteroids [OCS] if applicable), for at least 2 weeks prior to Visit 2. 8. Use of short acting bronchodilator at least three times a week for symptom relief in the 2 weeks prior to Visit 1. 9. Score of 1.5 points on the Asthma Control Questionnaire (ACQ) (see Appendix 10.6). 10. Able to perform technically acceptable pulmonary function tests at the clinic and peak flow measurements with the eDiary/Peak Expiratory Flow Meter. 11. Able to perform all necessary recordings (symptoms and as needed medication use) in the electronic diary, which is a part of the eDiary/Peak Expiratory Flow Meter. 12. Investigator assessment of patients ability to inhale medication from a metered dose inhaler and RESPIMAT inhaler.
 "
NCT00818441,ct_inc_531154,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531154,AACT,"
 Inclusion Criteria:
 -  Advanced adenocarcinoma of lung, measurable disease
 -  Non-smoker, or former light (less than 10 pack years and stopped at least 15 years);
 OR
 -  patients with known EGFR activating mutation regardless of smoking status
 -  ECOG(Eastern Cooperative Oncology Group) 0-1.
 Cohort B (select sites only): patients with HER2 amplified or HER2 mutation-positive NSCLC; may have had prior therapy
 "
NCT00818428,ct_inc_531155,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531155,AACT,"
 Inclusion Criteria:
 -  primary diagnosis of speech articulation disorder/phonological impairment
 -  age 4 to 5 years of age at onset of treatment
 -  maternal language Canadian French (at least 75% exposure)
 -  must misarticulate at least two phonemes that would typically be mastered by their normally developing age peers
 "
NCT00818415,ct_inc_531156,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531156,AACT,"
 Inclusion Criteria:
 -  Healthy ambulatory, male and female volunteers between 18-55 years of age with a Body
 Mass Index (BMI) of approximately 18 to 30kg/m2, and a total body weight >50 kg (110 lbs)
 -  Results of screening and clinical laboratory tests are within normal range or considered not clinically significant by the principal Investigator and the Sponsor
 -  Female subjects of childbearing potential must be using a medically acceptable form of birth control for at least 1 month prior to screening (3 months on oral contraceptives), e.g oral or patch contraceptives, intrauterine device, NuvaRing,
 Depo-Provera, or double-barrier and have a negative pregnancy test at Screening and
 Day 0 of each Dosing Period. Female subjects of non childbearing potential must be amenorrheic for at least 2 years or had a hysterectomy and/or bilateral oophorectomy
 -  Be willing and able to participate in all scheduled visits, treatment plan, laboratory tests and other trial procedures according to the protocol
 -  Provide a personally signed and dated informed consent indicating that the subject has been informed of all pertinent aspects of the trial
 "
NCT00818402,ct_inc_531157,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531157,AACT,"
 Inclusion Criteria:
 -  Patients with verified NSCLC
 -  after the NSCLC diagnosis has been confirmed prior to first chemotherapy or radiotherapy
 -  Finnish speaking patients
 -  aged 18 years or more
 -  Written informed consent has to be signed
 "
NCT00642967,ct_inc_544463,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_544463,AACT,"
 Inclusion Criteria:
 -  adult patients, >=18 years of age;
 -  chronic kidney disease stage 3 or 4, with chronic renal anemia, not requiring dialysis;
 -  continuous stable subcutaneous maintenance ESA therapy during previous month.
 "
NCT00818389,ct_inc_531158,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531158,AACT,"
 Inclusion Criteria:
 -  Familial or sporadic ALS
 -  Participants diagnosed with laboratory supported probable, clinically possible, probable or definite ALS according to the World Federation of Neurology Revised El
 Escorial criteria
 -  Disease duration from symptom onset no greater than 36 months at the Screening Visit
 -  Age 18 years or older
 -  Capable of providing informed consent and complying with trial procedures
 -  On a stable dose of riluzole 50 milligrams (mg) twice per day(bid) for at least 30 days prior to screening
 -  Vital capacity (VC) equal to or more than 60% predicted normal value for gender, height and age at the Screening Visit
 -  Creatinine <1.5 milligrams per deciliter (mg/dl) [133 micromoles per liter (umol/L]
 -  Participants maintained on thyroid medication must be euthyroid for at least 3 months before the Screening Visit.
 -  Participants with psoriasis must have inactive disease for at least 30 days before the
 Screening Visit.
 -  Women must not be able to become pregnant (e.g., post menopausal for at least one year, surgically sterile, or practicing adequate birth control methods) for the duration of the study. Women of childbearing potential must have a negative serum pregnancy test at the Screening Visit and be non-lactating.
 -  Geographic accessibility to the study site
 "
NCT00818376,ct_inc_531159,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531159,AACT,"
 Inclusion Criteria:
 -  Age between 18-35 years
 -  Male
 -  No relevant medical conditions that could interfere on the periodontal health
 -  Probing pocket depth < 3 mm and clinical attachment loss < 2mm at all sites
 -  Willingness to comply
 "
NCT00818363,ct_inc_531160,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531160,AACT,"
 Inclusion Criteria:
 -  Patients must be able to read and understand the consent form, provide written consent, complete trial-related procedures, and communicate with the trial staff.
 -  Males and females, 18 to 65 years of age, scheduled for shoulder surgery.
 -  Patients must be healthy or have only mild systemic disease.
 -  Patients must have ECG wave form within normal limits
 -  Patients must have blood pressure within normal range.
 -  Male and female patients must agree to use medically acceptable method of contraception throughout the entire trial period and for 1 week after the trial is completed.
 -  Patients must refrain from strenuous activities and avoid changes to prescribed exercise levels throughout the course of the trial.
 "
NCT00818350,ct_inc_531161,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531161,AACT,"
 Inclusion Criteria:
 -  cytological confirmation of UROTHELIAL carcinoma
 -  Failure of Cisplatin-gemcitabine regimen as first-line
 -  Presence of measurable metastases
 -  Performance status 0-1 ECOG
 -  Age of 18 years or older
 -  Written informed consent
 -  Adequate organ function ( based on tests of hematologic, hepatic, renal and cardiac function).
 "
NCT00818337,ct_inc_531162,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531162,AACT,"
 Inclusion Criteria:
 -  Women at least 19 years old
 -  Taking 81 mg aspirin daily, non-enteric coated, for at least one month for the primary prevention of cardiovascular disease.
 -  Able and willing to provide informed consent
 "
NCT00818324,ct_inc_531163,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531163,AACT,"
 Inclusion Criteria: 1. Out patient; 2. Ocular discomfort severity is moderate to severe; 3. Corneal-conjunctival damage is moderate to severe; 4. Unanesthetized Schirmer's test score of 5mm/5minutes or less,or tear breakup time is 5 seconds or less; 5. Best corrected visual acuity of 0.2 or better in both eyes.
 "
NCT00818311,ct_inc_531164,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531164,AACT,"
 Inclusion Criteria:
 -  Healthy subjects (male and female) at least 18 years old with skin types range from
 Fitzpatrick type I-VI (Appendix 1),
 -  Subjects must read, understand and sign the informed consent,
 -  Subjects must be willing and able to comply with follow up requirements,
 -  To be willing to report any medications taken during the study and refrain from taking any medication during the study that might produce photoreactions.
 "
NCT00818298,ct_inc_531165,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531165,AACT,"
 Inclusion Criteria:
 -  Age of 18 - 60 years.
 -  DSM-IV/SCID diagnosis of schizophrenia, schizoaffective disorder, schizophreniform disorder, delusional disorder, or psychotic disorder NOS
 -  In- or outpatients
 -  Physician-of-record's agreement to switch a previous antipsychotic to ziprasidone due to concern about tolerability/ineffectiveness/potential side effects of the previous drug when prescribed
 "
NCT00818285,ct_inc_531166,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531166,AACT,"
 Inclusion Criteria:
 -  Physicians are eligible for inclusion if they are general practitioners or family physicians in full-time ( 4 days/week), fee-for-service practice in Quebec-patients where the study physician has written or dispensed psychotropic medications
 "
NCT00818272,ct_inc_531167,2018-10-25T00:00:00Z,Clinical Trial Inclusion Criteria,ct_inc_531167,AACT,"
 Inclusion Criteria:
 -  Subjects with Crohn's disease.
 "
